scenario,mu0,mu1,mu2,mean_avg_queue,std_avg_queue,mean_throughput,std_throughput,mean_wait_approx,mean_q0,mean_q1,mean_q2,mean_peak_q0,mean_peak_total,runs
improved_till,75,85,75,9.607633333333332,2.8674324508510574,59.025416666666665,2.348265262315186,0.16277112260961024,3.734941666666667,2.1496812500000004,3.723010416666666,16.666666666666668,25.5,300
