scenario,mu0,mu1,mu2,mean_avg_queue,std_avg_queue,mean_throughput,std_throughput,mean_wait_approx,mean_q0,mean_q1,mean_q2,mean_peak_q0,mean_peak_total,runs
full_improvement,75,95,85,7.238239583333334,1.6561228428647046,59.009166666666665,2.6072559491099936,0.12266296903023542,3.6018645833333336,1.5240083333333332,2.1123666666666665,16.593333333333334,22.0,300
