scenario,mu0,mu1,mu2,servers_till,servers_shots,servers_milk,mean_avg_queue,std_avg_queue,mean_throughput,std_throughput,mean_wait_approx,mean_q0,mean_q1,mean_q2,mean_peak_q0,mean_peak_total,runs
menu_milk_heavy,65,85,75,1,1,1,12.679166666666667,3.916945423476654,71.23916666666666,2.122203878809244,0.1779802777030426,10.614087499999998,0.6617583333333333,1.4033208333333334,47.86666666666667,52.43666666666667,300
