rho,rho_pct,mean_queue,throughput
0.2,20,0.5465791666666666,13.024166666666666
0.3,30,0.9398687499999998,19.470833333333335
0.4,40,1.455725,25.888333333333332
0.5,50,2.1284791666666667,32.33708333333333
0.6,60,3.1015083333333333,38.65291666666667
0.7,70,4.6023854166666665,45.12583333333333
0.8,80,7.120704166666666,51.33708333333333
0.85,85,9.210577083333334,54.22833333333333
0.9,90,12.153504166666666,56.85958333333333
0.95,95,16.687056249999998,58.9425
