scenario,mu0,mu1,mu2,servers_till,servers_shots,servers_milk,mean_avg_queue,std_avg_queue,mean_throughput,std_throughput,mean_wait_approx,mean_q0,mean_q1,mean_q2,mean_peak_q0,mean_peak_total,runs
preorder_buffer_small,65,85,75,1,1,1,12.701691666666667,5.5056500457292215,57.897083333333335,2.2939733627527046,0.2193839643620505,8.713783333333332,0.6822770833333334,3.30563125,25.953333333333333,31.973333333333333,300
