scenario,mu0,mu1,mu2,servers_till,servers_shots,servers_milk,mean_avg_queue,std_avg_queue,mean_throughput,std_throughput,mean_wait_approx,mean_q0,mean_q1,mean_q2,mean_peak_q0,mean_peak_total,runs
healthcare_peak_ed,40,34,30,1,1,1,15.19283611111111,5.493102393173412,25.412222222222223,1.3594599757771912,0.5978554719951029,2.4688125,4.8216777777777775,7.9023458333333325,13.51,38.666666666666664,300
