scenario,mu0,mu1,mu2,servers_till,servers_shots,servers_milk,mean_avg_queue,std_avg_queue,mean_throughput,std_throughput,mean_wait_approx,mean_q0,mean_q1,mean_q2,mean_peak_q0,mean_peak_total,runs
menu_quick_drinks,65,85,75,1,1,1,10.463299999999998,3.74264643313713,72.14083333333333,2.2810380870862317,0.14503991036052163,8.445508333333335,1.838925,0.17886666666666665,40.53333333333333,46.096666666666664,300
